feature,missing_train,nunique_train,variance_train,endpoint_direct_feature,candidate_keep,used_in_full_domain_encoder
preg_newwantr_code_3_n,0.38748763600395647,7,0.24473240009765418,True,True,False
preg_newwantr_code_4_n,0.38748763600395647,10,0.7139632636812628,True,True,False
preg_newwantr_code_5_n,0.38748763600395647,6,0.034852305692027505,True,True,False
preg_newwantr_code_6_n,0.38748763600395647,13,1.0603654255060557,True,True,False
preg_newwantr_code_7_n,0.38748763600395647,4,0.01362167552668562,True,True,False
preg_outcome_code_1_n,0.38748763600395647,13,1.5571324724866573,True,True,False
preg_outcome_code_2_n,0.38748763600395647,9,0.43562336022954545,True,True,False
preg_outcome_code_3_n,0.38748763600395647,4,0.027414013710633643,True,True,False
preg_outcome_code_4_n,0.38748763600395647,13,0.729227149592543,True,True,False
preg_outcome_code_5_n,0.38748763600395647,5,0.04026196147384239,True,True,False
preg_outcome_code_6_n,0.38748763600395647,2,0.06453667676203387,True,True,False
preg_postsmks_code_1_n,0.38748763600395647,8,0.18908854975413456,False,True,False
preg_postsmks_code_5_n,0.38748763600395647,10,0.8219733794779948,False,True,False
preg_pregordr_max,0.38748763600395647,17,2.6749849906104974,False,True,False
preg_pregordr_mean,0.38748763600395647,17,0.6687462476526244,False,True,False
preg_pregordr_min,0.38748763600395647,1,0.0,False,False,False
preg_priorsmk_code_0_n,0.38748763600395647,10,0.7626043724604097,False,True,False
preg_priorsmk_code_1_n,0.38748763600395647,4,0.022968176100716067,False,True,False
preg_priorsmk_code_2_n,0.38748763600395647,6,0.0609214646556129,False,True,False
preg_priorsmk_code_3_n,0.38748763600395647,5,0.11925627756789738,False,True,False
preg_priorsmk_code_4_n,0.38748763600395647,8,0.09074529376736146,False,True,False
preg_priorsmk_code_5_n,0.38748763600395647,5,0.010854275403154869,False,True,False
preg_priorsmk_code_6_n,0.38748763600395647,4,0.003426048769503088,False,True,False
preg_stopduse_code_1_n,0.38748763600395647,10,0.986323668005059,False,True,False
preg_stopduse_code_5_n,0.38748763600395647,12,1.089926170063056,False,True,False
preg_stopduse_code_9_n,0.38748763600395647,3,0.0024175987266968355,False,True,False
preg_timingok_code_1_n,0.38748763600395647,10,0.8991814834765907,True,True,False
preg_timingok_code_2_n,0.38748763600395647,14,1.5850385166627754,True,True,False
preg_timingok_code_3_n,0.38748763600395647,9,0.23221470372893424,True,True,False
preg_timingok_code_4_n,0.38748763600395647,5,0.03004081478134214,True,True,False
preg_timingok_code_9_n,0.38748763600395647,3,0.0023170980632600175,True,True,False
preg_wantbold_code_1_n,0.38748763600395647,13,1.330476418173878,True,True,False
preg_wantbold_code_5_n,0.38748763600395647,13,1.031836236466233,True,True,False
preg_wantbold_code_6_n,0.38748763600395647,5,0.07108988033605548,True,True,False
preg_wantpart_code_1_n,0.38748763600395647,9,0.21981794434710306,True,True,False
preg_wantpart_code_2_n,0.38748763600395647,14,1.8099543762644597,True,True,False
preg_wantpart_code_3_n,0.38748763600395647,8,0.5517383527932094,True,True,False
preg_wantpart_code_4_n,0.38748763600395647,6,0.045594099815404784,True,True,False
preg_wantpart_code_5_n,0.38748763600395647,11,0.8690494896848321,True,True,False
preg_wantpart_code_6_n,0.38748763600395647,9,0.24593662522908344,True,True,False
preg_wantresp_code_1_n,0.38748763600395647,9,0.23423038130267523,True,True,False
preg_wantresp_code_2_n,0.38748763600395647,14,1.5851829258775973,True,True,False
preg_wantresp_code_3_n,0.38748763600395647,10,0.9050710159183677,True,True,False
preg_wantresp_code_4_n,0.38748763600395647,6,0.034852305692027505,True,True,False
preg_wantresp_code_5_n,0.38748763600395647,13,1.0603654255060557,True,True,False
preg_wantresp_code_6_n,0.38748763600395647,4,0.01362167552668562,True,True,False
preghiv,0.8962042532146389,4,4.835224582428527,False,True,False
pregnono,0.14026953511374876,4,0.5037046085691115,False,True,False
pregnum,0.0,18,3.353282791916431,False,True,False
pregnum_i,0.0,2,0.004693090074099893,False,True,False
prevhusb,0.0,6,0.22604981983345487,False,True,False
ptsb4mar,0.5746167161226509,45,17389.29504850735,False,True,True
reasiud01,0.9588897131552918,13,13.77266056708035,False,False,False
reasiud02,0.9893669634025717,12,12.834489324085409,False,False,False
reasiud03,0.9972799208704253,10,12.835095137420717,False,False,False
reasiud04,0.9991963402571711,6,15.025641025641027,False,False,False
reasiud05,0.9998145400593472,3,37.333333333333336,False,False,False
reaspill01,0.761931256181998,16,13.646684180529933,False,True,False
reaspill02,0.9362636003956478,15,15.453881140941494,False,True,False
reaspill03,0.9804648862512364,14,14.520554550934298,False,False,False
reaspill04,0.9944980217606331,13,14.390960163432077,False,False,False
reaspill05,0.9982072205736894,10,10.194581280788176,False,False,False
reaspill06,0.9995672601384767,4,16.333333333333332,False,False,False
relatp1,0.23516320474777447,8,1.9231956363221634,False,True,False
relatp1_i,0.0,2,0.002036023371965566,False,True,False
relatp2,0.8736399604352126,8,1.4772652166291658,False,True,False
relatp2_i,0.0,2,0.0009264970945564782,False,True,False
relatp3,0.9525222551928784,8,1.4672272245762712,False,False,False
relatp3_i,0.0,2,0.0012966143671544997,False,True,False
religion,0.0,4,0.8375142023521787,False,True,False
religion_i,0.0,2,0.0030201898131374046,False,True,False
rhadsex,0.0,2,1.9395746632483175,False,True,False
rmarital,0.0,6,5.12905079672291,False,True,False
rscrage,0.0,36,70.16803388002452,False,True,True
rscrhisp,0.0006800197823936696,3,2.834811661753755,False,True,False
rscrrace,0.0006800197823936696,7,1.7657344801617016,False,True,False
samesex1,0.8095944609297725,47,205.7222448467414,False,True,False
samesexany,0.004574678536102868,3,2.466131094232037,False,True,False
sedhiv,0.6506552917903067,4,2.084469848707175,False,True,False
sedhivg,0.7030786350148368,15,22.32451630475643,False,True,False
sedhivsx,0.9746538081107814,4,0.5917824557218676,False,False,False
sex1mthd1,0.14113501483679525,23,1844.1699274693929,False,True,True
sex1mthd1_i,0.0,3,0.0077710715361319176,False,True,False
sex1mthd2,0.6173343224530168,20,1921.2391530024477,False,True,False
sex1mthd2_i,0.0004327398615232443,3,0.0027159013670211307,False,True,False
sex1mthd3,0.7376978239366964,17,166.61421240942312,False,True,False
sex1mthd3_i,0.0004945598417408506,3,0.002469217644741962,False,True,False
sex1mthd4,0.7427052423343224,10,19.60608409176028,False,True,False
sex1mthd4_i,0.0004945598417408506,3,0.002469217644741962,False,True,False
sex3mo,0.14113501483679525,2,0.17195623023888995,False,True,False
sexafmen,0.9978363006923838,2,2.339495798319328,False,False,False
sexmar,0.14113501483679525,374,9559.324824769807,False,True,True
sexonce,0.14113501483679525,2,0.014678648497528177,False,True,False
sexonce_i,0.0,3,0.00030908461330312475,False,True,False
sexp3mo,0.14113501483679525,2,0.1522225136879208,False,True,False
sexp3mo_i,0.0,2,0.002282248435677409,False,True,False
sexunion,0.14113501483679525,330,21809.574519223046,False,True,True
smk100,0.0,5,3.3811373156484237,False,True,False
sterop12,0.0,3,0.23735042813441637,False,True,False
usefrsts,0.7937067260138477,4,1.2809553376178289,False,True,False
usefstp,0.40677546983184965,4,2.2876830410273867,False,True,False
usefstp2,0.8905786350148368,4,2.1097255623369198,False,True,False
usefstp3,0.9587660731948566,3,1.9707623665644656,False,False,False
usefstsx,0.14917161226508407,4,27.67880468625755,False,True,False
uselstp,0.23782146389713155,4,2.7058141620062,False,True,False
uselstp2,0.8751236399604352,4,1.8784760125343887,False,True,False
uselstp3,0.9535731948565777,2,1.9114212161562358,False,False,False
vagsex,0.735719584569733,5,4.212671751129501,False,True,False
willmarr,0.8670870425321464,5,1.5990312422219095,False,True,False
wnfstuse_m,0.5315281899109793,18,645.9567268608487,False,True,False
wnfstuse_y,0.5315281899109793,44,1739665.4908698602,False,True,True
wynotuse,0.9067754698318496,4,4.09166242768055,False,True,False
ynosex,0.8599777448071216,8,3.332710083541994,False,True,False
yusepill1,0.848293768545994,9,6.437019221344987,False,True,False
yusepill2,0.9132665677546983,8,4.175328392490923,False,True,False
yusepill3,0.9530168150346192,8,3.2924467790028427,False,False,False
yusepill4,0.9817631058358062,8,2.5453245705061684,False,False,False
yusepill5,0.99561078140455,6,2.2084507042253523,False,False,False
yusepill6,0.9994436201780416,4,1.3611111111111112,False,False,False
